event_time,run_id,headway,deviation,qt2_trackid
2023-10-09 07:23:58,B105,13.8042,6.16405,11020
2023-10-09 07:24:47,B119,5.17508,-0.709417,15020
2023-10-09 07:31:58,B109,7.2716,-1.89757,15020
2023-10-09 07:36:48,B206,4.9098,-0.72395,15020
2023-10-09 07:39:08,B213,15.302,0.99545,11020
2023-10-09 07:46:37,B210,9.90478,-4.54537,15020
2023-10-09 07:48:22,B110,1.8258,-0.28775,15020
2023-10-09 07:50:17,B106,11.2912,-0.162333,11020
2023-10-09 07:50:18,B111,2.01657,3.77908,15020
2023-10-09 07:54:58,B111,4.75612,-0.893667,15020
2023-10-09 08:00:40,B112,5.77475,-0.585017,15020
2023-10-09 08:00:45,B201,10.595,-0.623933,11020
2023-10-09 08:07:36,B101,7.02697,-1.52857,15020
2023-10-09 08:12:15,B202,11.6379,-2.12842,11020
2023-10-09 08:13:02,B102,5.51453,-0.9597,15020
2023-10-09 08:22:39,B211,9.70655,-4.58288,15020
2023-10-09 08:25:09,B114,13.0323,-5.0274,11020
2023-10-09 08:25:24,B113,2.82322,-1.32253,15020
2023-10-09 08:31:31,B113,6.19703,-7.43615,15020
2023-10-09 08:37:04,B208,5.6455,-6.99825,15020
2023-10-09 08:38:07,B107,13.0926,-7.98658,11020
2023-10-09 08:43:53,B207,6.89883,-6.31367,15020
2023-10-09 08:48:36,B203,10.6143,1.53253,11020
2023-10-09 08:51:05,B103,7.27263,-6.00293,15020
2023-10-09 09:01:02,B205,10.0381,-8.45758,15020
2023-10-09 09:03:21,B119,14.8873,-3.22133,11020
2023-10-09 09:08:15,B209,7.30247,-0.676617,15020
2023-10-09 09:10:25,B118,7.21133,-0.299233,11020
2023-10-09 09:10:58,B117,2.79258,4.11423,15020
2023-10-09 09:15:34,B104,4.68587,9.51173,15020
2023-10-09 09:15:50,B104,4.95952,9.51173,15020
2023-10-09 09:16:17,B117,0.804183,-1.29243,15020
2023-10-09 09:20:06,B115,9.80643,0.0277,11020
2023-10-09 09:24:02,B104,7.75088,1.04012,15020
2023-10-09 09:30:53,B111,10.9198,-0.75865,11020
2023-10-09 09:36:39,B108,12.6977,-1.57413,15020
2023-10-09 09:42:33,B204,0.133433,-0.420667,11020
2023-10-09 09:46:04,B105,9.50255,-0.9933,15020
2023-10-09 09:54:17,B109,11.8778,-0.165017,11020
2023-10-09 09:55:31,B210,9.5246,-0.4345,15020
2023-10-09 10:02:30,B213,7.0774,2.57153,15020
2023-10-09 10:06:09,B112,3.73602,8.91893,15020
2023-10-09 10:06:25,B206,12.2532,-0.284817,11020
2023-10-09 10:15:51,B201,9.77388,9.22842,15020
2023-10-09 10:18:09,B110,11.8753,-0.0267333,11020
2023-10-09 10:25:57,B211,10.1805,10.1313,15020
2023-10-09 10:30:18,B101,12.2788,-0.172117,11020
2023-10-09 10:37:59,B211,12.1181,-1.90333,15020
2023-10-09 10:42:25,B113,12.2476,-0.286267,11020
2023-10-09 10:48:30,B202,10.5984,-0.41835,15020
2023-10-09 10:54:14,B102,11.9604,-0.113283,11020
2023-10-09 11:00:48,B107,12.3922,-0.7272,15020
2023-10-09 11:06:27,B207,12.3504,-0.330217,11020
2023-10-09 11:12:20,B111,11.6076,-0.2514,15020
2023-10-09 11:18:32,B103,12.2065,-0.403283,11020
2023-10-09 11:25:28,B203,13.2315,-1.39958,15020
2023-10-09 11:31:18,B205,12.9037,-1.17367,11020
2023-10-09 11:37:09,B120,11.7505,-1.06665,15020
2023-10-09 11:42:49,B209,11.6434,-0.683633,11020
2023-10-09 11:52:27,B121,15.3962,-4.37947,15020
2023-10-09 11:54:30,B104,11.8286,-0.3788,11020
2023-10-09 12:06:30,B108,12.1337,-0.379167,11020
2023-10-09 12:07:33,B204,15.184,-7.48003,15020
2023-10-09 12:18:34,B105,12.2029,-0.448717,11020
2023-10-09 12:22:45,B109,15.2727,-10.6693,15020
2023-10-09 12:29:58,B214,11.5222,0.162483,11020
2023-10-09 12:35:39,B206,12.9952,0.418817,15020
2023-10-09 12:42:23,B215,12.5592,-0.263367,11020
2023-10-09 12:47:59,B110,12.4186,0.0836167,15020
2023-10-09 12:54:30,B112,12.2445,-0.37445,11020
2023-10-09 13:01:28,B113,13.5531,-1.38608,15020
2023-10-09 13:07:03,B216,12.6773,-0.91835,11020
2023-10-09 13:12:52,B205,11.481,-0.78365,15020
2023-10-09 13:21:03,B120,14.146,-2.93095,11020
2023-10-09 13:24:23,B119,11.6066,-0.30685,15020
2023-10-09 13:31:55,B107,10.9946,8.20785,11020
2023-10-09 13:36:02,B207,11.7273,0.0493833,15020
2023-10-09 13:40:16,B111,8.47745,9.86377,11020
2023-10-09 13:48:20,B108,12.3987,-0.265933,15020
2023-10-09 13:50:31,B217,10.3851,9.61208,11020
2023-10-09 13:58:39,B114,10.3991,1.4184,15020
2023-10-09 14:00:15,B217,9.87282,-0.127317,11020
2023-10-09 14:10:11,B116,11.6073,-0.105467,15020
2023-10-09 14:11:40,B210,11.5473,-1.54123,11020
2023-10-09 14:19:49,B121,8.27722,0.31495,11020
2023-10-09 14:21:07,B209,11.0255,-1.04758,15020
2023-10-09 14:30:37,B112,9.57688,-0.541033,15020
2023-10-09 14:32:23,B218,12.7034,-2.2549,11020
2023-10-09 14:41:41,B115,11.152,-1.60968,15020
2023-10-09 14:43:22,B219,11.1238,-3.24527,11020
2023-10-09 14:53:10,B123,11.5731,-3.09932,15020
2023-10-09 14:55:13,B109,11.9785,-6.09038,11020
2023-10-09 15:01:58,B118,8.87178,-1.88768,15020
2023-10-09 15:06:09,B110,11.0598,-1.01678,11020
2023-10-09 15:10:46,B1000,8.89223,0.0,15020
2023-10-09 15:10:55,B1000,9.02925,0.0,15020
2023-10-09 15:11:30,B214,1.66667e-05,-1.50155,15020
2023-10-09 15:14:05,B119,8.08288,-1.46625,11020
2023-10-09 15:15:36,B212,4.90745,-3.52053,15020
2023-10-09 15:21:00,B215,5.4952,-0.932317,15020
2023-10-09 15:23:16,B211,9.31508,-3.14792,11020
2023-10-09 15:28:05,B108,4.95195,7.03353,11020
2023-10-09 15:29:19,B117,8.38457,0.766533,15020
2023-10-09 15:33:59,B111,4.75303,-1.90313,15020
2023-10-09 15:37:30,B113,9.53822,4.6287,11020
2023-10-09 15:43:23,B213,6.02855,10.7336,11020
2023-10-09 15:49:18,B216,15.4048,0.7754,15020
2023-10-09 15:55:35,B120,6.36773,-3.50895,15020
2023-10-09 15:58:08,B220,14.8694,1.99752,11020
2023-10-09 16:01:49,B112,3.81618,10.3147,11020
2023-10-09 16:02:17,B210,6.77547,-2.20103,15020
2023-10-09 16:10:12,B222,8.5176,7.93055,11020
2023-10-09 16:10:29,B125,8.29332,-0.4109,15020
2023-10-09 16:16:19,B217,1.66667e-05,3.6674,15020
2023-10-09 16:18:19,B222,8.2494,-0.18545,11020
2023-10-09 16:21:08,B218,6.3329,-9.13585,15020
2023-10-09 16:25:05,B126,8.34393,4.99565,15020
2023-10-09 16:25:34,B114,7.38285,10.5651,11020
2023-10-09 16:30:34,B126,5.57815,-0.499133,15020
2023-10-09 16:35:51,B114,10.4289,0.269567,11020
2023-10-09 16:42:58,B115,7.23752,-0.834417,11020
2023-10-09 16:46:05,B127,15.5858,-14.0016,15020
2023-10-09 16:51:19,B128,5.32845,-11.2466,15020
2023-10-09 16:52:53,B121,1.65077,-2.814,15020
2023-10-09 16:52:56,B121,1.69357,-2.814,15020
2023-10-09 16:57:39,B121,4.85058,-7.5812,15020
2023-10-09 16:57:59,B116,15.1609,-3.86195,11020
2023-10-09 17:00:30,B119,2.9222,-8.41997,15020
2023-10-09 17:10:18,B123,12.4412,-10.1698,11020
2023-10-09 17:11:13,B211,10.8002,-11.1368,15020
2023-10-09 17:18:49,B1000,8.65725,0.0,11020
2023-10-09 17:19:08,B1000,8.97122,0.0,11020
2023-10-09 17:19:12,B117,1.66667e-05,-1.20613,11020
2023-10-09 17:22:03,B219,10.9221,-11.9755,15020
2023-10-09 17:30:33,B118,11.86,-5.42022,11020
2023-10-09 17:31:28,B212,9.501,-1.3931,15020
2023-10-09 17:36:11,B129,4.79897,3.8913,15020
2023-10-09 17:36:21,B129,4.9715,3.8913,15020
2023-10-09 17:37:50,B224,7.4191,-5.20595,11020
2023-10-09 17:40:49,B129,4.72048,-0.745767,15020
2023-10-09 17:42:26,B214,4.74397,-2.31652,11020
2023-10-09 17:46:39,B220,5.91748,3.42017,15020
2023-10-09 17:51:00,B220,4.4311,-0.927533,15020
2023-10-09 17:52:13,B215,9.90907,-2.09217,11020
2023-10-09 18:00:35,B213,9.65588,-0.5,15020
2023-10-09 18:04:56,B225,12.8519,-4.81075,11020
2023-10-09 18:08:19,B120,7.81827,3.76512,15020
2023-10-09 18:13:35,B222,5.35582,10.4927,15020
2023-10-09 18:15:39,B221,2.14417,20.432,15020
2023-10-09 18:22:53,B216,18.0808,-12.7582,11020
2023-10-09 18:25:49,B1000,10.2537,0.0,15020
2023-10-09 18:27:29,B223,1.75503,32.5901,15020
2023-10-09 18:27:59,B223,2.25097,32.5901,15020
2023-10-09 18:31:58,B128,9.22345,-1.84813,11020
2023-10-09 18:37:38,B221,10.2311,-1.55767,15020
2023-10-09 18:45:16,B125,13.4249,-3.13962,11020
2023-10-09 18:47:34,B223,10.0091,12.5167,15020
2023-10-09 18:50:39,B218,3.17598,21.4241,15020
2023-10-09 18:56:55,B123,6.35028,27.1572,15020
2023-10-09 18:59:33,B217,14.4183,-5.42455,11020
2023-10-09 19:01:56,B218,5.09118,10.1495,15020
2023-10-09 19:14:47,B218,12.9386,-2.70578,15020
2023-10-09 19:16:03,B123,1.34563,8.032,15020
2023-10-09 19:16:54,B126,17.4823,-10.7735,11020
2023-10-09 19:30:21,B123,14.3954,-6.28002,15020
2023-10-09 19:30:43,B121,13.9478,-12.5878,11020
2023-10-09 19:44:32,B219,13.9606,-2.41498,11020
2023-10-09 19:45:42,B224,15.4306,-9.62718,15020
2023-10-09 19:55:10,B120,10.7592,-1.04075,11020
2023-10-09 20:01:04,B214,15.4508,-12.9945,15020
2023-10-09 20:07:52,B220,12.8322,-1.73952,11020
2023-10-09 20:15:52,B215,14.8805,-15.7916,15020
2023-10-09 20:20:44,B129,13.0048,-2.6109,11020
2023-10-09 20:31:25,B127,10.8125,-1.28997,11020
2023-10-09 20:31:40,B225,15.8909,-19.5992,15020
2023-10-09 20:42:10,B226,10.8925,-0.0490333,11020
2023-10-09 20:47:37,B216,16.0224,-23.5382,15020
2023-10-09 20:54:48,B218,12.7577,-0.673333,11020
2023-10-09 21:00:39,B130,13.1201,-12.5748,15020
2023-10-09 21:00:50,B130,13.3063,-12.5748,15020
2023-10-09 21:00:53,B125,0.0,-0.895767,15020
2023-10-09 21:06:26,B221,11.7744,-0.314283,11020
2023-10-09 21:12:43,B131,12.1501,-0.641467,15020
2023-10-09 21:18:31,B227,12.2176,-0.3985,11020
2023-10-09 21:25:48,B217,13.1749,-1.73297,15020
2023-10-09 21:30:31,B223,12.1316,-0.3967,11020
2023-10-09 21:36:42,B126,10.9728,-0.622367,15020
2023-10-09 21:49:32,B132,12.9216,-1.46052,15020
2023-10-09 21:54:49,B228,24.4359,-12.6993,11020
2023-10-09 22:02:12,B219,12.7544,-2.13158,15020
2023-10-09 22:09:29,B123,14.7901,-15.356,11020
2023-10-09 22:17:06,B133,14.9773,-2.02543,15020
2023-10-09 22:20:29,B224,11.1377,-14.3603,11020
2023-10-09 22:32:33,B220,15.5258,-2.4678,15020
2023-10-09 22:40:09,B129,7.6932,4.92237,15020
2023-10-09 22:40:51,B229,20.4975,-22.7244,11020
2023-10-09 22:46:30,B129,6.42955,-1.50717,15020
2023-10-09 23:01:47,B226,15.2852,-1.70897,15020
2023-10-09 23:02:33,B225,21.8306,-32.4216,11020
2023-10-09 23:15:47,B125,13.3761,-0.6643,11020
2023-10-09 23:16:49,B221,15.1219,-1.74745,15020
2023-10-09 23:31:51,B131,16.1877,-1.71863,11020
2023-10-09 23:31:54,B227,15.1613,-1.82538,15020
2023-10-09 23:45:50,B126,14.119,-0.70425,11020
2023-10-09 23:51:29,B223,19.6652,-6.40507,15020
2023-10-10 00:00:36,B132,14.8966,-0.467417,11020
2023-10-10 00:11:41,B228,20.2829,-11.6046,15020
2023-10-10 00:30:19,B127,29.8498,-10.1838,11020
2023-10-10 00:30:43,B224,19.1181,-10.6393,15020
2023-10-10 00:39:05,B229,8.44447,0.99965,15020
2023-10-10 00:39:07,B229,8.48698,0.99965,15020
2023-10-10 00:51:42,B229,12.7155,-11.6324,15020
2023-10-10 01:01:12,B129,31.0201,-1.07052,11020
2023-10-10 01:20:52,B225,29.2498,-20.7988,15020
2023-10-10 01:30:15,B226,29.1813,-0.11845,11020
2023-10-10 01:52:25,B131,31.6342,7.65043,15020
2023-10-10 01:58:16,B131,5.92407,1.80978,15020
2023-10-10 02:00:35,B227,30.472,-0.457,11020
2023-10-10 02:19:33,B228,19.0952,10.5812,11020
2023-10-10 02:31:20,B132,33.1442,-1.25103,15020
2023-10-10 03:01:47,B229,42.3738,-1.65923,11020
2023-10-10 03:02:40,B133,31.4287,-2.59637,15020
2023-10-10 03:26:19,B101,23.7344,-6.24733,15020
2023-10-10 03:27:02,B201,25.3809,-6.90673,11020
2023-10-10 03:27:19,B226,0.0,32.6728,15020
2023-10-10 03:50:17,B202,23.3918,-10.1651,11020
2023-10-10 03:50:42,B102,24.4594,-10.6234,15020
2023-10-10 04:12:31,B130,22.3651,-12.3968,11020
2023-10-10 04:15:27,B103,24.8392,-0.37915,15020
2023-10-10 04:31:18,B203,18.9141,-16.1775,11020
2023-10-10 04:32:17,B227,16.9044,-2.20022,15020
2023-10-10 04:45:38,B104,13.4412,-0.558033,15020
2023-10-10 04:45:44,B131,14.5712,-15.6153,11020
2023-10-10 05:00:41,B204,15.0728,-15.5547,11020
2023-10-10 05:01:06,B228,15.5554,-1.03005,15020
2023-10-10 05:15:58,B132,15.4151,-15.8364,11020
2023-10-10 05:17:51,B105,16.8346,-2.78128,15020
2023-10-10 05:31:22,B229,13.59,-1.28785,15020
2023-10-10 05:33:58,B133,18.136,-3.83903,11020
2023-10-10 05:41:49,B201,10.5393,-1.74368,15020
2023-10-10 05:51:18,B202,9.56405,-1.22437,15020
2023-10-10 05:55:04,B102,21.2301,-0.935733,11020
2023-10-10 06:00:48,B106,9.58885,-0.729817,15020
2023-10-10 06:06:54,B210,11.9768,-0.779083,11020
2023-10-10 06:10:31,B107,9.79505,-0.441467,15020
2023-10-10 06:18:38,B207,11.8573,-0.503,11020
2023-10-10 06:20:56,B114,10.5031,-0.861233,15020
2023-10-10 06:30:45,B103,12.2634,-0.632983,11020
2023-10-10 06:31:02,B203,10.1721,-0.949983,15020
2023-10-10 06:37:54,B205,6.95898,-0.32555,15020
2023-10-10 06:40:56,B211,10.3112,-0.8108,11020
2023-10-10 06:45:47,B115,7.96898,-0.711167,15020
2023-10-10 06:51:12,B208,10.3971,-1.07455,11020
2023-10-10 06:52:44,B116,7.03237,-0.160133,15020
2023-10-10 06:58:59,B117,6.33237,1.091,15020
2023-10-10 07:00:28,B209,9.39997,-0.3411,11020
2023-10-10 07:08:05,B118,9.18333,-2.00897,15020
2023-10-10 07:10:58,B104,10.6367,-0.844217,11020
2023-10-10 07:15:34,B204,7.57353,-3.49912,15020
2023-10-10 07:20:38,B212,9.79227,-0.503083,11020
2023-10-10 07:23:18,B108,7.81362,-5.22933,15020
2023-10-10 07:30:46,B105,10.2702,-0.63985,11020
2023-10-10 07:32:19,B109,9.1027,-2.24867,15020
2023-10-10 07:38:49,B206,6.58432,-2.74962,15020
2023-10-10 07:46:00,B106,15.371,4.12253,11020
2023-10-10 07:46:39,B210,7.90068,-4.56688,15020
2023-10-10 07:52:33,B110,5.98582,-4.4693,15020
2023-10-10 07:57:53,B201,12.0114,2.24455,11020
2023-10-10 08:00:27,B111,7.98837,-6.37428,15020
2023-10-10 08:09:47,B202,12.0375,0.34045,11020
2023-10-10 08:11:49,B102,11.4488,0.26025,15020
2023-10-10 08:21:57,B211,10.2185,-3.87493,15020
2023-10-10 08:22:03,B114,12.4058,-1.93193,11020
2023-10-10 08:23:44,B113,1.86795,0.340483,15020
2023-10-10 08:30:52,B113,7.21358,-6.7897,15020
2023-10-10 08:33:49,B107,11.8867,-3.68527,11020
2023-10-10 08:40:21,B1000,9.57447,0.0,15020
2023-10-10 08:41:40,B207,0.0,-4.16963,15020
2023-10-10 08:47:16,B103,6.99027,-2.18758,15020
2023-10-10 08:48:47,B116,15.0992,-8.65115,11020
2023-10-10 08:53:40,B205,6.48082,-1.08503,15020
2023-10-10 09:00:41,B203,12.0367,-10.5545,11020
2023-10-10 09:04:14,B212,10.6636,-4.16523,15020
2023-10-10 09:04:52,B208,0.714717,0.0,15020
2023-10-10 09:10:22,B118,9.81917,-0.2402,11020
2023-10-10 09:13:14,B115,3.00127,6.89193,11020
2023-10-10 09:16:48,B209,11.931,-9.22755,15020
2023-10-10 09:18:27,B117,1.7228,-3.36693,15020
2023-10-10 09:20:25,B1000,7.31463,0.0,11020
2023-10-10 09:22:00,B115,1.71483,-2.00408,11020
2023-10-10 09:26:52,B104,8.51173,-1.79525,15020
2023-10-10 09:30:42,B111,8.70108,-0.571733,11020
2023-10-10 09:35:42,B108,8.90665,-0.618483,15020
2023-10-10 09:42:44,B204,12.1689,-0.607233,11020
2023-10-10 09:49:21,B108,13.7364,-14.2715,15020
2023-10-10 09:54:19,B109,11.7205,-0.19435,11020
2023-10-10 10:00:43,B105,11.4542,-15.6423,15020
2023-10-10 10:06:38,B206,12.4457,-0.50665,11020
2023-10-10 10:13:17,B210,12.6431,-18.2019,15020
2023-10-10 10:18:21,B110,11.8469,-0.220233,11020
2023-10-10 10:20:22,B201,7.17265,4.70885,15020
2023-10-10 10:27:21,B211,7.06855,8.7237,15020
2023-10-10 10:30:44,B113,12.5193,11.3939,11020
2023-10-10 10:38:03,B202,10.7771,10.0301,15020
2023-10-10 10:43:53,B102,13.2908,10.2365,11020
2023-10-10 10:48:15,B202,10.2803,-0.2503,15020
2023-10-10 10:55:13,B107,6.97335,4.85973,15020
2023-10-10 10:59:55,B111,4.77965,12.1635,15020
2023-10-10 11:01:19,B207,17.5551,4.81473,11020
2023-10-10 11:03:01,B117,1.83318,0.0,11020
2023-10-10 11:12:30,B111,12.6704,-0.423417,15020
2023-10-10 11:14:21,W973,4719.94,0.0,15020
2023-10-10 11:18:30,B103,0.1334,-0.3765,11020
2023-10-10 11:29:54,B203,17.4932,-5.83323,15020
2023-10-10 11:31:09,B205,12.775,-1.01807,11020
2023-10-10 11:40:13,B120,10.3982,-4.14805,15020
2023-10-10 11:43:12,B209,0.133417,-1.07063,11020
2023-10-10 11:55:13,B121,15.0755,-7.14017,15020
2023-10-10 11:55:17,B104,12.2142,-1.15135,11020
2023-10-10 12:06:21,B108,11.2019,-0.219833,11020
2023-10-10 12:07:37,B204,12.4805,-7.53735,15020
2023-10-10 12:13:44,B109,6.20743,-1.66137,15020
2023-10-10 12:22:16,B105,16.0484,-4.13465,11020
2023-10-10 12:28:03,B206,14.3949,8.02715,15020
2023-10-10 12:33:04,B206,5.10493,3.00563,15020
2023-10-10 12:35:59,B214,13.8525,-5.85372,11020
2023-10-10 12:36:09,B110,3.1593,11.9298,15020
2023-10-10 12:44:28,B110,8.40497,3.5248,15020
2023-10-10 12:52:30,B215,16.6522,-10.3725,11020
2023-10-10 13:01:16,B113,16.8069,-1.1987,15020
2023-10-10 13:08:49,B216,16.4536,-2.6927,11020
2023-10-10 13:13:08,B205,11.9497,-1.06505,15020
2023-10-10 13:20:06,B120,11.4143,-1.97355,11020
2023-10-10 13:26:02,B207,12.9739,10.0446,15020
2023-10-10 13:26:32,B119,0.0,-2.54802,15020
2023-10-10 13:30:02,B212,10.068,0.0918167,11020
2023-10-10 13:37:02,B207,11.0845,-0.956517,15020
2023-10-10 13:41:41,B107,11.778,-1.55278,11020
2023-10-10 13:48:47,B108,11.8339,-0.707033,15020
2023-10-10 13:55:27,B111,13.9125,-5.33185,11020
2023-10-10 14:00:59,B114,12.2894,-0.91305,15020
2023-10-10 14:01:18,B217,5.9733,-1.17178,11020
2023-10-10 14:11:05,B210,9.91212,-0.9505,11020
2023-10-10 14:12:57,B116,12.0505,-2.88013,15020
2023-10-10 14:21:05,B121,10.1479,-0.964983,11020
2023-10-10 14:25:38,B209,12.7668,-5.56355,15020
2023-10-10 14:32:06,B218,11.1497,-1.9813,11020
2023-10-10 14:37:27,B115,11.9029,2.61695,15020
2023-10-10 14:41:10,B219,9.19097,-1.03887,11020
2023-10-10 14:49:15,B123,11.8739,0.826483,15020
2023-10-10 14:55:44,B109,14.701,-6.60652,11020
2023-10-10 15:00:49,B118,11.6484,-0.7385,15020
2023-10-10 15:05:25,B110,9.82153,-0.294683,11020
2023-10-10 15:09:03,B214,8.31325,1.03163,15020
2023-10-10 15:12:48,B212,3.8401,-0.7251,15020
2023-10-10 15:21:02,B119,15.7548,-8.41613,11020
2023-10-10 15:21:17,B215,8.57415,-1.21583,15020
2023-10-10 15:29:43,B117,8.51427,0.353267,15020
2023-10-10 15:32:56,B111,3.2972,-0.86055,15020
2023-10-10 15:35:41,B211,14.7687,-15.5514,11020
2023-10-10 15:41:08,B124,8.28588,-1.06297,15020
2023-10-10 15:49:56,B216,8.87715,0.1433,15020
2023-10-10 15:50:29,B108,14.942,-15.3599,11020
2023-10-10 15:54:48,B120,1.66667e-05,-2.81265,15020
2023-10-10 16:00:58,B113,10.6077,-18.8342,11020
2023-10-10 16:06:42,B210,16.8458,-6.61915,15020
2023-10-10 16:12:07,B125,5.50987,-2.0456,15020
2023-10-10 16:12:18,B220,11.4673,-12.1681,11020
2023-10-10 16:16:39,B218,4.60845,-4.57067,15020
2023-10-10 16:22:45,B217,6.19133,-2.67862,15020
2023-10-10 16:24:13,B222,12.0583,-6.09298,11020
2023-10-10 16:33:36,B126,10.9283,-3.52347,15020
2023-10-10 16:35:47,B221,11.7045,-11.6641,11020
2023-10-10 16:42:20,B127,8.82103,-10.2611,15020
2023-10-10 16:43:11,B114,7.5269,-7.05757,11020
2023-10-10 16:50:45,B128,8.49018,-10.6679,15020
2023-10-10 16:55:09,B115,12.1077,-13.0319,11020
2023-10-10 17:00:41,B121,10.0219,-10.6064,15020
2023-10-10 17:01:55,B116,6.89458,-7.7931,11020
2023-10-10 17:11:45,B119,11.1437,-19.6667,15020
2023-10-10 17:13:21,B123,11.5664,-13.2261,11020
2023-10-10 17:20:13,B223,6.99268,-8.08538,11020
2023-10-10 17:22:00,B211,10.3488,-21.9321,15020
2023-10-10 17:25:51,B117,5.76652,-7.7185,11020
2023-10-10 17:30:33,B219,8.62027,-20.469,15020
2023-10-10 17:32:28,B212,1.66667e-05,-2.47902,15020
2023-10-10 17:33:12,B118,7.48443,-8.06953,11020
2023-10-10 17:39:39,B224,6.59683,-7.03298,11020
2023-10-10 17:47:21,B129,16.8821,-7.26772,15020
2023-10-10 17:50:42,B220,3.44812,-0.632417,15020
2023-10-10 17:50:51,B220,3.58798,-0.632417,15020
2023-10-10 17:51:46,B215,12.2382,-1.63785,11020
2023-10-10 18:01:11,B220,10.564,-11.113,15020
2023-10-10 18:02:14,B225,10.6039,-2.1083,11020
2023-10-10 18:11:56,B216,9.84025,-1.81518,11020
2023-10-10 18:18:30,B120,17.4011,-6.43055,15020
2023-10-10 18:20:47,B124,8.96943,-0.6512,11020
2023-10-10 18:28:22,B221,9.94633,7.70668,15020
2023-10-10 18:31:02,B127,2.74433,17.0458,15020
2023-10-10 18:31:04,B128,10.4308,-0.948567,11020
2023-10-10 18:41:15,B127,10.3082,6.82113,15020
2023-10-10 18:45:42,B125,14.7601,-3.57533,11020
2023-10-10 18:47:51,B223,6.67417,12.2304,15020
2023-10-10 18:56:48,B223,9.03897,3.27483,15020
2023-10-10 19:00:23,B217,14.8127,-6.25457,11020
2023-10-10 19:04:44,B214,1.66667e-05,43.2572,15020
2023-10-10 19:07:59,B218,11.27,4.08825,15020
2023-10-10 19:08:19,B218,11.6018,4.08825,15020
2023-10-10 19:16:28,B126,16.2123,-10.3333,11020
2023-10-10 19:23:08,B218,15.2332,-11.0616,15020
2023-10-10 19:30:55,B121,14.5992,-12.7991,11020
2023-10-10 19:32:45,B123,9.69452,-8.67267,15020
2023-10-10 19:37:30,B123,4.83192,-13.4212,15020
